gps_nis,gps_pos_residual_norm,gps_vel_residual_norm,imu_accel_norm_diff,imu_accel_var,imu_gyro_var,lidar_nis,lidar_residual_z,vision_gps_discrepancy,vision_lidar_z_discrepancy,accel_kinematic_consistency,consecutive_anomalies,sensor_trust_composite,label,label_name
2.940567735777393,0.5144425101213598,0.11421303298449778,0.026054691243258432,0.0011413042578787434,0.00046999441287157476,2.4632356741141765,0.07847349352033106,0.5144425101213598,0.07847349352033106,1.377623652724214,0,1.0,0,NORMAL
8.840491460940113,0.8919889189247869,0.11582277060246374,1.0712388248203997,0.024019775556833947,0.02309817370554569,0.1371503321682715,0.0185169066104649,0.8919889189247869,0.0185169066104649,4.123703081781046,0,1.0,2,IMU_MANIPULATION
1.2097064246683265,0.3299599645716877,0.12246970035044548,0.08031291521450257,0.0018190997156726835,0.0005353807779200973,2.126240417742433,0.07290816857085414,0.3299599645716877,0.07290816857085414,2.7334822306222786,0,1.0,0,NORMAL
4.580096701664466,0.6420348145932602,0.0460110017152542,0.059368972683152776,0.0020973496783384016,0.000665563225278862,76738.9171452883,13.850895020294564,0.6420348145932602,13.850895020294564,1.8006915329341238,121,0.0,3,LIDAR_CORRUPTION
2.9169417690945756,0.5123717002514012,0.20975167849123533,0.06602218824412986,0.001954162498001977,0.0005236384458811059,0.990790079275114,0.049769219384955043,0.5123717002514012,0.049769219384955043,1.7878085849075547,0,1.0,0,NORMAL
2.3463596085007956,0.45953494400869194,0.08305441393500378,0.04914525048744345,0.0021066965394564295,0.0006425837409244461,85931.74711246538,14.657058633339892,0.45953494400869194,14.657058633339892,1.1564407165437134,664,0.0,3,LIDAR_CORRUPTION
5938.278162758693,23.118067277527384,1.9340001892976646,0.03443342219892287,0.0023078066274859216,0.0003229936246681206,0.7053095113501416,0.04199135361446871,23.118067277527384,0.04199135361446871,5.740769613172476,2145,0.0,1,GPS_SPOOFING
5.513211278642984,0.7044068533723025,0.04684820366105547,1.0802319994445302,0.02405892266323536,0.05185490600715487,0.2697954162207099,0.02597091720659428,0.7044068533723025,0.02597091720659428,5.97147876981488,0,0.5499999999999999,2,IMU_MANIPULATION
1.912248407423815,0.4148522106342732,0.09605175590029748,0.019622222833548975,0.0021787471632982664,0.00047467649683095257,0.03863728122065788,0.009828184117711913,0.4148522106342732,0.009828184117711913,0.6178735561686908,0,1.0,0,NORMAL
3126.2146330908995,16.773768717201897,1.2442660833462802,0.02619787965119258,0.002368666174800584,0.000242078001550115,0.48603142203967853,0.034857976922064715,16.773768717201897,0.034857976922064715,3.2304650610512353,1485,0.0,1,GPS_SPOOFING
228.84537273079417,4.538290817672604,1.8147834706721389,0.09971772337132023,0.0026283826160256353,0.0002839430802259677,1.1912188543503224,0.05457148647302734,4.538290817672604,0.05457148647302734,3.8123497134253763,333,0.0,1,GPS_SPOOFING
5.8314028938559455,0.7244489357070207,0.2356550026764445,0.001132434102219193,0.0034007520037728067,0.0003038464245775134,0.4850498597874592,0.03482276050902122,0.7244489357070207,0.03482276050902122,3.572229693173098,0,1.0,0,NORMAL
0.8160390155730026,0.2710046335426209,0.16728128342792828,0.07008949710905199,0.001224842707227434,0.00016399388373398188,0.08247058759009916,0.014358846366447686,0.2710046335426209,0.014358846366447686,1.6126414396055104,0,1.0,0,NORMAL
0.7225328049912064,0.2550057890503833,0.11466351243637127,0.021565610269604463,0.002609642958152345,0.000267900904147416,0.25564274565603295,0.02528056297118564,0.2550057890503833,0.02528056297118564,0.7185414929521527,0,1.0,0,NORMAL
5863.284344943514,22.97162578149218,2.0274020487701767,0.05711950457202519,0.0022963952592517955,0.00020480882197832092,1.4545153160304702,0.06030164417390438,22.97162578149218,0.06030164417390438,1.9951888716748407,2092,0.0,1,GPS_SPOOFING
0.7862008892639542,0.2660039098091527,0.2522152526650447,1.143633944148906,0.029685937185236898,0.03762834337852975,0.0802310158843826,0.014162540016217307,0.2660039098091527,0.014162540016217307,5.533504619063153,0,1.0,2,IMU_MANIPULATION
